room_count,bathroom_count,size,price,city,region
2.0,1.0,108.0,175.0,Tunis,Cit El Khadra
2.0,1.0,90.0,230.0,Ben Arous,Ezzahra
2.0,2.0,116.7,286.0,Ben Arous,Medina Jedida
4.0,3.0,185.0,520.0,Ariana,Ennasr
1.0,1.0,58.0,160.0,Tunis,Ain Zaghouen
2.0,1.0,140.0,455.0,Tunis,Ain Zaghouan Nord
3.0,1.0,120.0,260.0,Tunis,El Menzah 9
2.0,1.0,122.0,280.0,Ariana,El Menzah 6
2.0,3.0,140.0,340.0,Tunis,L Aouina
3.0,2.0,111.0,185.0,Tunis,Agba
3.0,1.0,142.0,335.0,Tunis,Ain Zaghouen
3.0,2.0,165.0,620.0,Tunis,Ain Zaghouan Nord
1.0,1.0,65.0,200.0,Tunis,L Aouina
1.0,1.0,50.0,240.0,Tunis,La Marsa
3.0,2.0,135.0,170.0,Ben Arous,Borj Cedria
3.0,2.0,122.0,280.0,Ben Arous,Medina Jedida
3.0,1.0,133.0,250.0,Tunis,El Manar 1
1.0,1.0,70.0,225.0,Ariana,Cit Ennasr 2
4.0,2.0,163.0,410.0,Ariana,Cit Ennasr 2
2.0,1.0,114.0,230.0,Ben Arous,Boumhel
3.0,2.0,150.0,368.0,Tunis,L Aouina
2.0,1.0,55.0,83.0,Tunis,Agba
3.0,2.0,171.0,1000.0,Tunis,Jardins De Carthage
4.0,2.0,160.0,480.0,Ariana,Cit Ennasr 2
3.0,1.0,130.0,230.0,La Manouba,Manouba Ville
3.0,1.0,112.0,260.0,La Manouba,La Manouba
2.0,3.0,230.0,649.999,Ariana,Ennasr
3.0,3.0,148.42,341.0,Ben Arous,Medina Jedida
2.0,1.0,85.0,169.0,Ben Arous,Hammam Chott
2.0,1.0,60.0,135.0,Tunis,Centre Ville Lafayette
2.0,1.0,100.0,380.0,Tunis,La Marsa
3.0,1.0,150.0,260.0,Ben Arous,Rads
2.0,1.0,145.0,375.0,Ariana,Les Jardins El_Menzah_2
2.0,1.0,120.0,280.0,Ariana,Les Jardins El_Menzah_2
3.0,1.0,110.0,225.0,Tunis,El Manar 1
2.0,2.0,90.0,205.0,Ariana,El Menzah 7
2.0,0.0,75.0,140.0,Ben Arous,El Mourouj 1
2.0,1.0,65.0,185.0,Ben Arous,Hammam Lif
3.0,3.0,166.0,529.998,Tunis,Ain Zaghouan Nord
3.0,1.0,110.0,300.0,Ariana,Cit Ennasr 2
3.0,1.0,100.0,250.0,Tunis,Carthage
1.0,1.0,58.0,180.0,Tunis,L Aouina
1.0,0.0,89.0,350.0,Tunis,Jardins De Carthage
3.0,2.0,198.0,420.0,Tunis,El Menzah 9
5.0,3.0,250.0,495.0,Tunis,Ain Zaghouen
2.0,1.0,70.0,110.0,Ariana,Raoued
3.0,2.0,170.0,740.0,Tunis,Ain Zaghouan Nord
3.0,1.0,117.0,470.0,Tunis,Ain Zaghouan Nord
1.0,1.0,95.0,185.0,Ariana,Les Jardins El_Menzah_2
1.0,2.0,125.0,220.0,Ariana,Ghazela
2.0,1.0,94.0,175.0,Ariana,Ghazela
5.0,3.0,320.0,780.0,Ariana,Les Jardins El_Menzah_1
2.0,2.0,71.0,220.0,Tunis,El Manar 1
2.0,1.0,73.0,125.0,Ariana,Raoued
2.0,1.0,50.0,47.0,Ben Arous,Ben Arous
2.0,1.0,92.0,180.0,Tunis,Ettahrir
3.0,1.0,113.0,320.0,Ariana,Ghazela
2.0,1.0,100.0,220.0,Tunis,L Aouina
3.0,1.0,100.0,180.0,Ben Arous,Rads
3.0,1.0,125.0,410.0,Tunis,Lac 1
1.0,1.0,95.0,265.0,Tunis,Ain Zaghouan Nord
2.0,2.0,113.0,145.0,Tunis,El Manar 1
1.0,1.0,77.0,240.0,Tunis,L Aouina
4.0,1.0,126.0,205.0,Ben Arous,Mornag
3.0,1.0,70.0,145.0,Ben Arous,El Mourouj
2.0,1.0,54.0,58.0,Tunis,Le Bardo
3.0,1.0,90.0,160.0,Tunis,Centre Ville Lafayette
2.0,1.0,113.4,600.0,Tunis,La Marsa
2.0,1.0,89.0,160.0,Tunis,Agba
3.0,1.0,115.0,170.0,Ben Arous,El Mourouj 4
1.0,1.0,70.0,200.0,Ariana,El Menzah 7
3.0,2.0,136.0,290.0,Tunis,L Aouina
3.0,2.0,120.0,295.0,La Manouba,Manouba Ville
2.0,1.0,100.0,208.0,Ariana,El Menzah 7
2.0,2.0,113.0,360.0,Ariana,Cit Ennasr 2
2.0,3.0,137.0,680.0,Tunis,Jardins De Carthage
3.0,1.0,100.0,400.0,Tunis,Jardins De Carthage
3.0,1.0,100.0,380.0,Tunis,Jardins De Carthage
2.0,1.0,120.0,240.0,Ariana,Riadh Andalous
1.0,1.0,76.0,180.0,Ariana,Ghazela
1.0,1.0,54.0,180.0,Ariana,Ennasr
2.0,1.0,100.0,460.0,Tunis,La Marsa
3.0,2.0,186.5,450.0,Tunis,El Menzah 9
3.0,3.0,190.0,839.0,Tunis,Ain Zaghouan Nord
